Molecule,a0,a1,a2,a3,a4,S(300K)
ch3ch2_2000_,5.292712018871837,0.028987493285157966,-6.404731387201203e-06,-2.483393374608642e-09,9.79419044397178e-13,61.458
chfo2_2000_,2.7681999311777976,0.04383503410991299,-3.967424020106692e-05,1.7435320172635548e-08,-2.9453229594396586e-12,63.928
cooh_2000_,5.113532031801245,0.02254539380246908,-1.7014458825565693e-05,6.527193358355158e-09,-9.96313330723953e-13,60.148
dHfa_2000_,3.9627803927849534,0.06960415683067044,-5.714341021943479e-05,2.2979162907383077e-08,-3.6023173684424324e-12,77.754
dHlactone_2000_,2.551271183056561,0.05406923265155734,-4.5638425074090956e-05,1.866701047084578e-08,-2.964580985187261e-12,67.692
dfaA_2000_,2.8393897343093717,0.06064393480402149,-4.9731384116780486e-05,1.9553265424044488e-08,-2.977696827907133e-12,71.627
dfa_2000_,3.9629948292747295,0.06960311448597234,-5.714165756634326e-05,2.297813431426761e-08,-3.6021487896679354e-12,77.755
dfa_dfa_ideal_2000_,9.611177355504408,0.136425622879198,-0.00010368102761214773,3.833163069512356e-08,-5.536585142823179e-12,118.894
dfa_hofprod_2000_,14.890950784137981,0.046023263736356214,-3.6828283208346355e-05,1.5028308855068374e-08,-2.43024060150496e-12,96.593
e1_minusH_2000_,9.656438737537286,0.2064150795420252,-0.0002037656240992374,9.269408798178826e-08,-1.588715093405752e-11,134.406
epoxide_2000_,2.756774374388543,0.08143406639239073,-7.993647818115455e-05,3.626550882482339e-08,-6.2081030312346104e-12,76.054
ester_2000_,9.76274386320183,0.2024153507242833,-0.00019771590213970503,8.938689036765808e-08,-1.5263087633852954e-11,131.107
ester_oh_2000_,9.526717548397762,0.23254184788916804,-0.00023163023488496044,1.0659691650875881e-07,-1.8457798506348895e-11,136.338
ethane1H_2000_,4.11984040849151,0.08040623076414966,-7.215553180157442e-05,3.0720991908110774e-08,-5.014741649203729e-12,79.748
ethane_2000_,3.9463747497209694,0.08361115401256775,-7.932247825325435e-05,3.562517592919723e-08,-6.08604837932158e-12,80.636
fbsa_2000_,11.23393775402923,0.2212467679037711,-0.0002190578343242539,1.0109278611552145e-07,-1.759338321412515e-11,131.185
fetsa_2000_,7.8023371684287595,0.1444165355017117,-0.00014251134592424986,6.598783450133919e-08,-1.153523534864718e-11,104.167
fhpsa_2000_,16.036791768267484,0.33743093831689586,-0.0003348602390888103,1.542082462858808e-07,-2.6759698377079675e-11,172.271
fhxsa_2000_,14.380653883526595,0.2988235310706866,-0.0002963570531413788,1.365378852901672e-07,-2.370875861044155e-11,158.234
fosa_2000_,17.75793945931144,0.3757842186481855,-0.00037302437238866516,1.71690702729016e-07,-2.9773629246388766e-11,185.925
fpesa_2000_,12.675966297362969,0.26038938487860275,-0.00025808400478505343,1.189959954614055e-07,-2.068329371494674e-11,144.222
fprsa_2000_,9.458225892995584,0.18305651521073607,-0.00018108256429248662,8.370512581478463e-08,-1.4596628350408098e-11,117.125
frd_903_0HFAts_prod_2000_,13.80768332990795,0.24854554147638155,-0.0002473398732097065,1.1403285942520067e-07,-1.9798989409368916e-11,155.115
frd_903_0HFAts_prod_COlossprod_2000_,9.76274386320183,0.2024153507242833,-0.00019771590213970503,8.938689036765808e-08,-1.5263087633852954e-11,131.093
frd_903_0HFAts_prod_minusHF_2000_,9.287146683558426,0.23194543988589109,-0.00022741497369698957,1.0314127994006178e-07,-1.7656733143670255e-11,138.469
frd_903_0HFAts_prod_prod_2000_,9.142713645949533,0.19359174017577155,-0.00019117271166199667,8.700648897231532e-08,-1.4919507859098215e-11,129.086
frd_903_0HFAts_prod_prod_hf_prod_E1_2000_,8.540608556334943,0.21078305166995392,-0.0002013152380880462,8.965653919362287e-08,-1.5141733152149124e-11,130.718
frd_903_2000_,10.060139545590069,0.25241239110112473,-0.0002466625462386273,1.1202298328398887e-07,-1.9219261219854735e-11,143.521
frd_903_carbF_2000_,11.577493987130389,0.2409000955016976,-0.0002363435894200528,1.0720973232744809e-07,-1.835357050456844e-11,144.757
frd_903_carbF_OH_2000_,11.03472825273969,0.27026191296176827,-0.00026828841705164733,1.2310013091212998e-07,-2.1267036933019725e-11,148.819
frd_903_cof_2000_,11.577493987130389,0.2409000955016976,-0.0002363435894200528,1.0720973232744809e-07,-1.835357050456844e-11,144.757
frd_903_cof_2h2oreact_2000_,24.879474894729796,0.27266437948793315,-0.0002677953764227794,1.238491314680947e-07,-2.1644503841876365e-11,173.813
frd_903_cof_OH_2000_,11.03472825273969,0.27026191296176827,-0.00026828841705164733,1.2310013091212998e-07,-2.1267036933019725e-11,148.819
frd_903_cof_co_fragA_2000_,9.656072387563189,0.2064185901327007,-0.0002037722705567575,9.269854975031541e-08,-1.5888155011638952e-11,134.399
frd_903_cof_co_fragB_2000_,6.203297552779039,0.012736481432403109,-9.085336416570403e-06,3.0625127940795256e-09,-3.9653533552673377e-13,59.493
frd_903_cof_h2o_react_2000_,21.362512733105984,0.24721831110723777,-0.00024079466237417044,1.096904857718957e-07,-1.8896873213036908e-11,164.386
frd_903frag62_Afrg2_2000_,7.052367958736051,0.11420668792929395,-0.00011277267741593709,5.13484088223428e-08,-8.810726661090183e-12,96.761
h2o_dimer_freq_gas_2000_,13.375431967269044,0.018734948199078658,-1.5613800401226984e-05,8.287787096851111e-09,-1.6965713708749217e-12,69.061
h3o_2000_,7.050626176434537,0.004278896139587228,4.350554866738901e-06,-3.3492400850167055e-09,6.614561634200571e-13,46.199
heptane1H_2000_,12.771712246887866,0.27204411090222613,-0.00026288128411237205,1.18121918577173e-07,-2.0089286851352882e-11,150.757
heptene_2000_,13.3728613034138,0.2516936210094194,-0.0002480392371653162,1.1297977929552947e-07,-1.9411312993875822e-11,147.337
hexane1H_2000_,10.968484602884983,0.23395919858156566,-0.0002250394190724456,1.0080495860467565e-07,-1.710606175391905e-11,136.852
hexane_2000_,11.36037883847016,0.24596583426287777,-0.00024425771445782103,1.1170557016825584e-07,-1.9232415457565004e-11,139.809
hexene_2000_,11.802092555542103,0.2128230586691841,-0.00020921960142681576,9.514249553499811e-08,-1.6328373614449713e-11,134.199
hfp_1oh_2nd_2000_,6.8412959464734655,0.12351006812430622,-0.00012169159561134885,5.5816301345509254e-08,-9.656920410913834e-12,102.16
hfpo_da_2000_,10.303931925202644,0.25129713877516496,-0.00024505306074087946,1.1108830715754512e-07,-1.9029933709429415e-11,144.528
hfpo_da_hexane_2000_,10.14031507787344,0.2529693560523724,-0.0002476814454255788,1.1262700501626651e-07,-1.933911586658712e-11,144.559
lactone_2000_,3.2355376829728706,0.06414787364379985,-6.220468685204749e-05,2.8178154091169205e-08,-4.8375446292170046e-12,71.645
natfa_2000_,8.744050411794287,0.07974356127286839,-7.741584841247786e-05,3.4922727926662703e-08,-5.9618764372207765e-12,91.478
natfa_dimer_2000_,20.23953015291067,0.1646933633869655,-0.0001622622737627498,7.41450460580774e-08,-1.2793136558042651e-11,141.908
nmefosaa_2000_,11.743126082742124,0.276132537974519,-0.00025754147745781836,1.1408121248005426e-07,-1.928699422754281e-11,153.137
octane1H_2000_,14.240668260102423,0.31129820150229565,-0.00030219504645249154,1.3622450447026662e-07,-2.3222945583220873e-11,164.188
octene_2000_,15.173640145048607,0.2898349585657109,-0.0002859653836939181,1.3034203306203987e-07,-2.2402984709475208e-11,161.734
pentane1H_2000_,9.373359765499329,0.19516944586270485,-0.00018632824312089688,8.303092619132766e-08,-1.4036270418000033e-11,123.176
pentane_2000_,9.792898187574995,0.2070314304717537,-0.0002053310861414746,9.380455289559209e-08,-1.613666025078256e-11,126.598
pentene_2000_,10.062861082200296,0.17448200915563908,-0.00017105436261923205,7.765754443852852e-08,-1.3314045772698711e-11,119.442
pfba_2000_,7.489749563220374,0.15979129476159148,-0.00015489795811680638,7.016762864295175e-08,-1.2031378516051456e-11,110.045
pfbcof_2000_,8.787651928186026,0.14926845933897265,-0.0001460142426034868,6.619258359291593e-08,-1.1336160683452045e-11,109.982
pfboh_2000_,8.27295856791747,0.1763991773536522,-0.00017406666672960508,7.97127378090826e-08,-1.3763303616882978e-11,113.586
pfbs_2000_,11.175412613922013,0.21519053957365789,-0.00021541718782638316,9.967282718543162e-08,-1.7343868508358158e-11,129.892
pfeoh_2000_,4.6898914247479535,0.10028671797396885,-9.857969050371656e-05,4.523083136623784e-08,-7.832421056216634e-12,84.568
pfets_2000_,7.862246706798434,0.13769827222038755,-0.00013790241021063054,6.402323698798472e-08,-1.1179606578981267e-11,101.57
pfhpa_2000_,12.705049981055254,0.27473217232273495,-0.0002692684761412503,1.2255779171063395e-07,-2.1063261032019103e-11,151.734
pfhpcof_2000_,14.07615614961876,0.26394672309478207,-0.0002600411704231294,1.1839317072560106e-07,-2.0330761425000028e-11,151.871
pfhpoh_2000_,13.37434751811428,0.2917423438002799,-0.00028895088339269743,1.3238171561868578e-07,-2.2849505893300363e-11,155.321
pfhps_2000_,16.251891581194595,0.3303940777077426,-0.00033000720835369844,1.5216146011467459e-07,-2.639405386591771e-11,172.057
pfhxa_2000_,10.972733126285755,0.23641991950626398,-0.00023116049759874986,1.0510699697280351e-07,-1.8055645668953495e-11,137.721
pfhxcof_2000_,12.286105381573455,0.22580707480307263,-0.00022213789304177556,1.010487808526451e-07,-1.7343210165843005e-11,137.548
pfhxoh_2000_,11.626165394036343,0.2534576844207423,-0.00025086309889261224,1.1493757054580214e-07,-1.9842602349312804e-11,141.242
pfhxs_2000_,14.784641539557159,0.29118413356314116,-0.00029076715019036935,1.3410139699584496e-07,-2.326870472916267e-11,158.459
pfoa_2000_,14.427230217785148,0.3131042276921941,-0.0003074730291390301,1.400675413880761e-07,-2.408328563750714e-11,165.667
pfocof_2000_,14.079811439496035,0.26393441277023577,-0.0002600234956185956,1.1838220223759973e-07,-2.0328378049276567e-11,151.881
pfooh_2000_,14.773677539483012,0.33120777668655144,-0.0003285247932516713,1.5062507943845454e-07,-2.6010740899035883e-11,168.239
pfos_2000_,18.357078026517254,0.3677531466782226,-0.0003670966460106967,1.6910693887531593e-07,-2.930783897485685e-11,187.095
pfpeoh_2000_,9.963671602846095,0.21491494627966323,-0.00021246458652494896,9.732918891473305e-08,-1.6804191395442395e-11,127.536
pfpna_2000_,9.224472027761133,0.19812186225689699,-0.00019304841735762274,8.764737694550598e-08,-1.5045338528603275e-11,123.69
pfpncof_2000_,10.495869352523107,0.18765827955643866,-0.00018421547728062176,8.36910687295559e-08,-1.4352591193215467e-11,123.371
pfpns_2000_,12.939700028563236,0.25323345343795883,-0.0002531019400487641,1.1688468305937792e-07,-2.030569721931846e-11,144.31
pfpra_2000_,5.728507176402932,0.12156045645722817,-0.00011687796564482688,5.275777981835042e-08,-9.030624705937303e-12,96.242
pfprcof_2000_,7.014785311701961,0.11109963622039883,-0.000108079427580458,4.8829662552302314e-08,-8.344492248931655e-12,95.56
pfproh_2000_,6.821330217510795,0.13714777304160797,-0.0001347893173583123,6.163925248704115e-08,-1.0636445956008527e-11,101.574
pfprs_2000_,9.535664323106719,0.1763362593424756,-0.00017650005100783192,8.176176860081781e-08,-1.4245847095346078e-11,116.915
pftoh_2000_,2.58419158702409,0.06319457726118403,-6.179459947789217e-05,2.837939622421383e-08,-4.922582795996157e-12,69.266
propane1H_2000_,5.92934250691527,0.11846374060866467,-0.00010999968046149043,4.806303171284926e-08,-8.00699671460481e-12,95.556
propene_2000_,6.370806833700528,0.09902616139967121,-9.648635060651796e-05,4.367643851172559e-08,-7.47850682599214e-12,89.775
propene_betaF_rad_2000_,5.492256413972446,0.0883765065976539,-8.666413108384927e-05,3.936296111766492e-08,-6.750791807963784e-12,88.754
propene_calpha_rad_2000_,6.732007732067814,0.08379491974725987,-8.086746582520371e-05,3.6292961364288095e-08,-6.16935225266573e-12,86.67
propene_talphaF_rad_2000_,6.426172816299623,0.08556501211103258,-8.359122779910303e-05,3.79156586780149e-08,-6.502247652814449e-12,86.64
tfa_2000_,1.8519323981589992,0.08379565614543656,-7.941703069638004e-05,3.563031219157448e-08,-6.0812851991350715e-12,75.177
tfa_tfa_ideal_2000_,9.575913252070729,0.16455196731089095,-0.00014821660357036763,6.371784508044417e-08,-1.0520635122455678e-11,124.476
tfa_tfa_ideal_4p15_2000_,10.378489602960945,0.16684155070988205,-0.00015445353238416817,6.795098907093979e-08,-1.14228752661649e-11,129.917
tfa_tfa_ideal_4p35_2000_,8.67483864604815,0.16746590038070275,-0.00015630805282096588,6.923810133472868e-08,-1.1700949570012605e-11,125.86
tfa_tfa_ideal_4p75_2nd_2000_,9.02956443262139,0.1678678475144118,-0.00015791044617847932,7.040738643487628e-08,-1.1959603479183629e-11,128.513
tfa_tfa_ideal_5p15_5th_2000_,9.202205630569669,0.16828696263425563,-0.00015907765938762226,7.120791057333118e-08,-1.213200545274847e-11,133.051
tfa_tfa_ideal_5p55_3rd_2000_,9.44247551988958,0.16804327432325822,-0.0001591815648821438,7.138532940405413e-08,-1.218005545289559e-11,137.146
tfa_tfa_ideal_5p95_2000_,9.586421912303965,0.16781566951917212,-0.0001590863377654611,7.139144458215175e-08,-1.2187784612558008e-11,138.702
tfcof_2000_,5.196882590087863,0.0731933327006083,-7.052360749770371e-05,3.1679669998991307e-08,-5.394492800380806e-12,79.91
tfcof_oh_2000_,4.6525928123582805,0.10214768556260911,-0.00010180267780636382,4.718008460192444e-08,-8.229910496983586e-12,85.743
tfoh_2000_,2.58419158702409,0.06319457726118403,-6.179459947789217e-05,2.837939622421383e-08,-4.922582795996157e-12,69.266
triflate_amide_2000_,5.757049074257365,0.10705862343336743,-0.00010551088092127837,4.910184602036343e-08,-8.632822716315156e-12,87.728
triflic_2000_,6.09556422803171,0.09974872981407286,-0.00010039255378191104,4.6933979131385575e-08,-8.246251803732178e-12,87.01
